"决定","性别","吸引力","共同爱好","幽默","真诚","雄心","智力","好感","成功率自估","日常出门频率","对宗教的看重程度","对种族的看重程度","年龄","种族","从事领域","对方决定","好感得分","对方评估成功率","吸引力得分","共同爱好得分","幽默得分","真诚得分","雄心得分","智力得分","对方年龄","对方种族","是否同一种族","日常约会频率"
1,1,7,0,4,5,2,5,5,4,1,1,1,25,2,1,1,8,4,7,7,7,9,10,10,23,2,1,6
1,1,7,0,4,4,4,5,5,3,1,1,1,25,2,1,0,2,5,4,2,2,3,2,6,23,2,1,6
1,1,9,3,5,1,4,7,6,4,1,1,1,25,2,1,0,6,7,3,0,3,9,9,9,29,2,1,6
1,1,6,4,7,7,6,7,6,5,2,3,1,27,3,13,0,6,2,5,2,7,8,8,8,22,4,0,6
0,1,5,4,4,5,7,6,5,3,2,3,1,27,3,13,0,5,3,6,5,8,9,8,9,27,4,0,6
0,1,7,5,5,9,3,6,6,7,2,3,1,27,3,13,1,9,9,8,9,9,10,10,9,28,2,0,6
0,1,5,2,7,5,4,7,5,6,2,3,1,27,3,13,1,8,7,7,4,6,6,4,6,30,6,0,6
1,1,8,7,6,8,7,8,6,7,2,3,1,27,3,13,0,7,8,6,8,9,7,7,8,27,2,0,6
0,1,4,4,7,5,7,5,6,5,2,3,1,27,3,13,0,8,6,7,NA,8,9,9,9,22,1,0,6
1,1,7,5,8,6,8,7,6,5,2,3,1,27,3,13,0,8,10,7,7,9,10,9,9,23,2,0,6
0,1,9,6,6,6,6,6,6,7,2,3,1,27,3,13,0,7,5,7,7,8,8,10,10,23,2,0,6
1,1,7,5,8,9,5,7,8,8,2,3,1,27,3,13,0,5,6,4,4,5,4,10,6,23,2,0,6
0,1,8,2,3,6,3,8,5,4,2,3,1,27,3,13,0,5,5,6,NA,NA,7,7,9,29,2,0,6
0,1,3,NA,6,8,6,7,4,5,2,1,5,26,2,8,0,5,1,7,2,7,6,8,8,22,4,0,4
0,1,6,5,2,6,9,7,4,3,2,1,5,26,2,8,1,6,4,8,4,8,7,7,8,27,4,0,4
0,1,7,NA,7,9,7,8,7,5,2,1,5,26,2,8,1,10,9,10,9,10,10,10,10,28,2,1,4
0,1,5,5,8,8,8,6,5,7,2,1,5,26,2,8,0,7,5,8,3,5,6,5,6,30,6,0,4
0,1,7,NA,7,8,6,7,6,4,2,1,5,26,2,8,0,8,6,9,7,7,8,7,7,27,2,1,4
0,1,3,NA,9,3,6,5,4,2,2,1,5,26,2,8,1,7,4,8,6,8,9,8,8,22,1,0,4
0,1,6,6,9,5,7,5,4,1,2,1,5,26,2,8,0,9,10,10,9,10,9,10,9,23,2,1,4
0,1,5,NA,4,6,6,5,4,2,2,1,5,26,2,8,1,7,5,8,7,8,6,9,9,23,2,1,4
0,1,7,NA,8,9,7,7,7,6,2,1,5,26,2,8,0,4,5,8,2,4,2,10,6,23,2,1,4
0,1,6,4,9,6,7,7,7,5,2,1,5,26,2,8,1,8,8,8,3,8,7,9,8,29,2,1,4
0,1,6,2,3,6,3,3,3,4,2,1,1,30,2,13,0,5,1,5,2,6,8,7,8,22,4,0,5
0,1,7,3,4,7,9,8,3,3,2,1,1,30,2,13,0,1,1,5,1,3,3,6,4,27,4,0,5
1,1,6,6,8,8,6,8,6,6,2,1,1,30,2,13,1,8,8,8,10,7,7,9,8,28,2,1,5
1,1,6,5,8,8,7,9,6,5,2,1,1,30,2,13,0,7,6,7,3,6,7,5,7,30,6,0,5
0,1,5,4,4,8,3,7,5,6,2,1,1,30,2,13,0,7,8,7,7,7,9,7,7,27,2,1,5
0,1,5,4,8,7,7,7,7,6,2,1,1,30,2,13,0,3,1,4,NA,7,5,7,8,22,1,0,5
1,1,7,4,8,6,8,4,4,4,2,1,1,30,2,13,0,8,10,8,7,9,10,8,9,23,2,1,5
0,1,7,6,6,9,5,7,7,8,2,1,1,30,2,13,1,8,5,7,8,9,7,9,8,23,2,1,5
0,1,5,4,6,8,8,9,5,7,2,1,1,30,2,13,1,8,6,7,8,9,7,10,10,23,2,1,5
1,1,9,4,7,5,7,6,6,6,2,1,1,30,2,13,1,6,7,7,NA,6,7,7,7,29,2,1,5
1,1,7,7,8,8,8,8,7,6,3,2,2,28,3,8,0,7,2,5,4,6,9,8,9,22,4,0,4
1,1,7,7,7,8,6,8,7,6,3,2,2,28,3,8,0,6,5,7,2,8,9,6,9,27,4,0,4
1,1,8,5,6,8,4,8,6,4,3,2,2,28,3,8,1,8,10,3,7,6,9,9,9,28,2,0,4
1,1,5,3,7,8,4,7,6,3,3,2,2,28,3,8,1,8,6,9,5,5,8,7,8,30,6,0,4
1,1,8,3,8,10,5,9,8,5,3,2,2,28,3,8,0,7,8,7,5,3,5,3,5,27,2,0,4
0,1,5,3,6,5,9,8,4,4,3,2,2,28,3,8,0,4,4,4,4,4,4,4,4,22,1,0,4
1,1,7,3,9,7,8,7,7,4,3,2,2,28,3,8,0,8,10,7,8,9,10,7,9,23,2,0,4
0,1,5,6,8,10,7,8,7,5,3,2,2,28,3,8,1,8,5,6,8,9,8,10,9,23,2,0,4
1,1,8,7,8,7,4,7,8,5,3,2,2,28,3,8,1,6,5,6,6,3,4,7,7,23,2,0,4
1,1,9,5,6,8,5,8,8,4,3,2,2,28,3,8,1,5,8,7,NA,5,7,9,9,29,2,0,4
0,1,5,4,5,7,4,7,5,4,2,1,1,26,4,13,0,7,3,5,3,8,8,6,8,22,4,1,7
0,1,2,5,3,6,4,4,3,1,2,1,1,26,4,13,0,7,4,8,2,7,9,8,8,27,4,1,7
0,1,6,5,6,5,5,7,6,8,2,1,1,26,4,13,1,9,10,7,8,10,9,10,10,28,2,0,7
0,1,5,6,4,6,3,6,5,4,2,1,1,26,4,13,0,6,6,7,3,5,7,5,7,30,6,0,7
1,1,9,6,8,8,6,8,8,7,2,1,1,26,4,13,1,10,10,10,9,10,10,10,10,27,2,0,7
0,1,6,6,6,6,7,8,6,4,2,1,1,26,4,13,0,5,5,6,4,8,10,8,9,22,1,0,7
0,1,7,6,5,6,6,6,6,3,2,1,1,26,4,13,0,8,10,7,8,9,10,9,9,23,2,0,7
0,1,6,4,6,5,4,6,5,4,2,1,1,26,4,13,1,7,5,8,7,7,8,10,10,23,2,0,7
0,1,5,5,5,6,4,6,5,5,2,1,1,26,4,13,0,5,4,6,4,2,3,9,4,23,2,0,7
0,1,4,4,5,5,5,6,4,3,2,1,1,26,4,13,0,5,5,7,0,3,7,9,9,29,2,0,7
1,1,8,7,6,8,5,8,8,7,1,1,1,22,2,1,0,6,2,6,4,9,8,9,8,22,4,0,2
1,1,5,4,4,6,8,8,6,3,1,1,1,22,2,1,1,6,4,9,2,9,8,5,9,27,4,0,2
0,1,4,4,6,7,5,7,5,7,1,1,1,22,2,1,1,4,3,8,5,7,6,9,8,28,2,1,2
0,1,3,6,6,7,5,5,4,5,1,1,1,22,2,1,0,5,3,6,5,5,5,8,5,30,6,0,2
1,1,7,5,7,7,6,7,6,5,1,1,1,22,2,1,0,5,5,7,7,5,6,7,6,27,2,1,2
1,1,5,7,6,7,6,8,6,6,1,1,1,22,2,1,1,10,9,9,NA,10,9,9,10,22,1,0,2
1,1,8,7,8,6,8,7,8,8,1,1,1,22,2,1,1,10,10,10,10,10,10,10,10,23,2,1,2
1,1,5,7,6,7,3,5,6,4,1,1,1,22,2,1,1,6,6,7,9,10,6,9,9,23,2,1,2
1,1,6,NA,6,5,NA,NA,5,4,1,1,1,22,2,1,0,4,5,8,2,5,2,10,4,23,2,1,2
1,1,8,7,8,7,6,7,8,7,1,1,1,22,2,1,1,7,5,9,NA,9,3,10,10,29,2,1,2
1,1,10,5,7,7,8,8,7,1,1,1,7,23,6,1,0,5,2,5,5,8,6,8,9,22,4,0,3
0,1,4,3,2,4,9,6,3,5,1,1,7,23,6,1,0,3,2,8,2,6,5,8,7,27,4,0,3
0,1,7,6,7,9,6,9,8,8,1,1,7,23,6,1,1,8,9,8,10,9,8,10,9,28,2,0,3
1,1,4,6,10,9,6,8,9,8,1,1,7,23,6,1,0,6,3,7,3,7,7,4,7,30,6,1,3
1,1,9,6,8,9,7,7,8,6,1,1,7,23,6,1,0,7,8,8,7,8,8,8,8,27,2,0,3
1,1,10,10,10,10,10,10,10,10,1,1,7,23,6,1,1,8,8,7,7,9,7,10,8,22,1,0,3
1,1,10,10,10,10,10,10,10,10,1,1,7,23,6,1,1,10,10,10,10,10,10,10,10,23,2,0,3
0,1,5,6,9,10,5,9,8,6,1,1,7,23,6,1,0,5,5,9,7,8,7,9,8,23,2,0,3
1,1,7,6,8,9,7,8,8,8,1,1,7,23,6,1,0,6,5,7,4,8,7,7,8,23,2,0,3
1,1,7,6,7,9,5,7,7,8,1,1,7,23,6,1,0,4,5,8,NA,4,9,9,9,29,2,0,3
1,1,7,8,7,7,5,7,8,7,2,7,3,25,2,13,0,6,3,5,5,6,7,9,8,22,4,0,6
0,1,7,3,5,6,9,6,6,3,2,7,3,25,2,13,0,5,4,7,3,8,8,6,8,27,4,0,6
1,1,6,8,9,9,7,9,8,5,2,7,3,25,2,13,1,10,10,5,10,9,10,10,10,28,2,1,6
0,1,8,5,7,10,9,10,7,6,2,7,3,25,2,13,0,2,5,4,1,4,5,4,6,30,6,0,6
1,1,9,7,8,8,7,8,8,3,2,7,3,25,2,13,0,7,1,5,9,7,5,5,5,27,2,1,6
0,1,6,1,3,8,7,8,5,3,2,7,3,25,2,13,1,7,7,7,6,9,9,9,10,22,1,0,6
0,1,6,NA,7,7,9,9,6,5,2,7,3,25,2,13,0,7,10,7,7,8,7,8,8,23,2,1,6
0,1,6,3,5,9,3,7,6,5,2,7,3,25,2,13,0,5,4,7,7,7,7,10,9,23,2,1,6
1,1,6,7,7,7,7,7,7,6,2,7,3,25,2,13,1,4,5,4,2,7,6,9,8,23,2,1,6
1,1,8,5,7,7,5,7,7,6,2,7,3,25,2,13,0,5,1,5,5,5,9,9,10,29,2,1,6
1,1,6,4,5,5,5,5,6,5,3,1,3,30,4,8,0,5,2,2,3,5,5,8,9,22,4,1,3
1,1,6,4,5,5,5,5,6,4,3,1,3,30,4,8,0,5,3,5,2,5,8,7,7,27,4,1,3
1,1,7,4,5,6,5,6,6,3,3,1,3,30,4,8,0,8,10,2,9,5,5,10,9,28,2,0,3
1,1,6,4,5,5,5,5,5,4,3,1,3,30,4,8,0,1,3,1,1,2,5,5,5,30,6,0,3
1,1,5,4,4,6,3,5,4,3,3,1,3,30,4,8,0,5,7,2,5,7,7,6,6,27,2,0,3
0,1,5,2,3,4,3,3,4,3,3,1,3,30,4,8,0,1,1,1,NA,4,8,7,8,22,1,0,3
0,1,5,2,3,4,4,5,3,2,3,1,3,30,4,8,0,7,10,7,7,8,10,8,9,23,2,0,3
1,1,5,3,3,5,4,4,4,3,3,1,3,30,4,8,0,6,2,6,8,7,8,10,10,23,2,0,3
1,1,6,4,6,6,5,5,6,4,3,1,3,30,4,8,0,3,5,2,2,2,7,10,10,23,2,0,3
1,1,6,3,6,5,5,5,6,4,3,1,3,30,4,8,0,6,9,0,5,3,10,10,10,29,2,0,3
1,1,6,6,6,8,6,7,6,8,3,1,7,29,4,8,0,6,3,4,2,8,8,9,9,22,4,1,5
1,1,8,7,8,9,6,7,8,7,3,1,7,29,4,8,0,5,5,7,3,8,7,8,8,27,4,1,5
1,1,7,6,8,9,6,7,7,6,3,1,7,29,4,8,1,10,9,5,5,10,8,10,10,28,2,0,5
0,1,3,4,5,6,6,6,3,5,3,1,7,29,4,8,0,1,2,1,1,2,3,3,5,30,6,0,5
1,1,7,5,7,6,6,7,7,7,3,1,7,29,4,8,0,6,9,4,7,7,7,8,8,27,2,0,5
0,1,3,5,5,6,6,6,4,3,3,1,7,29,4,8,0,1,1,1,1,4,4,5,5,22,1,0,5
1,1,7,6,8,7,6,8,7,7,3,1,7,29,4,8,0,7,10,7,7,10,10,8,10,23,2,0,5
0,1,5,5,5,5,5,5,5,5,3,1,7,29,4,8,0,5,5,7,7,8,8,9,9,23,2,0,5
1,1,6,5,6,6,5,5,6,5,3,1,7,29,4,8,0,3,7,2,3,6,7,10,8,23,2,0,5
1,1,8,6,6,7,6,7,7,6,3,1,7,29,4,8,0,7,10,4,NA,7,10,10,10,29,2,0,5
0,1,5,5,5,4,5,5,5,5,5,3,4,27,4,1,0,5,2,4,2,8,8,9,9,22,4,1,6
1,1,6,6,5,5,5,5,6,6,5,3,4,27,4,1,0,2,2,3,1,4,8,4,7,27,4,1,6
1,1,5,5,5,5,5,5,5,5,5,3,4,27,4,1,1,8,10,3,10,5,9,10,10,28,2,0,6
1,1,6,6,5,6,5,5,6,5,5,3,4,27,4,1,0,2,5,2,1,2,7,7,7,30,6,0,6
1,1,6,6,5,5,5,5,6,4,5,3,4,27,4,1,0,7,7,4,6,5,8,5,7,27,2,0,6
0,1,4,4,4,4,4,4,3,3,5,3,4,27,4,1,0,3,1,2,NA,NA,NA,NA,NA,22,1,0,6
0,1,5,6,4,4,6,6,5,4,5,3,4,27,4,1,0,7,10,7,7,8,10,8,8,23,2,0,6
0,1,5,5,6,4,5,6,4,4,5,3,4,27,4,1,0,5,4,6,5,6,8,9,10,23,2,0,6
1,1,6,4,4,5,5,6,5,4,5,3,4,27,4,1,0,3,3,3,2,3,9,10,10,23,2,0,6
1,1,5,4,4,5,5,5,4,4,5,3,4,27,4,1,0,5,5,3,0,3,10,10,10,29,2,0,6
1,0,9,9,9,9,9,9,9,7,3,3,3,27,2,15,0,9,10,5,7,8,10,7,8,33,2,1,7
0,0,7,2,7,9,9,7,5,5,3,3,3,27,2,15,1,6,6,6,6,7,6,6,6,27,6,0,7
0,0,7,2,7,9,9,8,5,5,3,3,3,27,2,15,1,6,5,6,4,6,7,8,7,33,4,0,7
0,0,7,5,8,9,8,9,7,7,3,3,3,27,2,15,0,5,NA,4,4,6,6,5,4,23,4,0,7
1,0,8,5,8,8,9,9,8,7,3,3,3,27,2,15,0,6,7,8,5,6,8,5,8,33,4,0,7
0,0,7,5,7,9,5,7,5,5,3,3,3,27,2,15,1,NA,5,6,5,NA,NA,NA,NA,23,2,1,7
1,0,7,7,8,7,8,8,7,6,2,5,5,24,4,10,0,10,10,8,7,10,9,8,10,33,2,0,6
0,0,5,7,6,7,7,7,5,5,2,5,5,24,4,10,0,5,6,5,7,6,5,6,7,27,6,0,6
0,0,4,3,3,9,7,7,4,4,2,5,5,24,4,10,0,7,5,6,5,6,10,6,7,33,4,1,6
1,0,5,4,6,8,8,8,6,5,2,5,5,24,4,10,0,5,NA,4,8,6,7,5,6,23,4,1,6
1,0,7,7,9,7,8,8,8,7,2,5,5,24,4,10,0,5,5,6,6,5,9,8,8,33,4,1,6
0,0,5,3,6,6,NA,8,5,3,2,5,5,24,4,10,1,8,7,4,7,NA,7,NA,NA,23,2,0,6
1,0,8,6,7,8,7,7,7,5,1,2,3,29,4,8,1,8,7,9,7,8,8,8,8,33,2,0,6
0,0,4,4,4,4,6,6,3,5,1,2,3,29,4,8,1,8,7,7,8,7,6,6,6,27,6,0,6
0,0,4,3,4,6,4,6,5,5,1,2,3,29,4,8,1,6,4,8,4,8,6,8,8,33,4,1,6
0,0,6,3,7,8,9,8,5,5,1,2,3,29,4,8,1,6,3,5,5,5,6,7,6,23,4,1,6
0,0,6,6,8,8,8,7,6,5,1,2,3,29,4,8,1,6,5,8,8,7,5,8,6,33,4,1,6
0,0,4,2,4,4,4,5,4,4,1,2,3,29,4,8,1,7,4,8,NA,NA,NA,8,NA,23,2,0,6
1,0,8,8,7,7,5,8,8,1,3,1,1,55,4,6,0,9,6,8,8,10,2,6,8,33,2,0,7
0,0,5,4,6,6,7,7,4,1,3,1,1,55,4,6,0,5,6,6,7,6,7,5,6,27,6,0,7
0,0,4,5,6,7,8,9,4,1,3,1,1,55,4,6,1,7,6,6,6,9,10,4,6,33,4,1,7
1,0,6,6,8,7,7,8,8,1,3,1,1,55,4,6,0,7,NA,4,5,6,8,6,5,23,4,1,7
1,0,8,6,8,7,8,8,7,1,3,1,1,55,4,6,0,5,1,5,2,5,9,4,9,33,4,1,7
1,0,7,7,10,8,7,5,NA,1,3,1,1,55,4,6,0,8,6,5,NA,NA,10,NA,NA,23,2,0,7
1,0,5,5,8,10,6,8,4,5,1,8,9,29,4,8,0,7,4,7,6,8,8,10,9,33,2,0,4
1,0,5,6,10,10,8,10,7,7,1,8,9,29,4,8,0,5,6,6,6,5,6,7,6,27,6,0,4
1,0,4,7,7,9,8,6,6,8,1,8,9,29,4,8,1,7,4,8,5,7,7,6,7,33,4,1,4
1,0,6,6,6,8,7,9,6,8,1,8,9,29,4,8,0,6,NA,6,5,4,4,7,7,23,4,1,4
1,0,8,6,9,8,8,9,8,10,1,8,9,29,4,8,1,5,5,5,8,9,7,9,7,33,4,1,4
0,0,5,2,4,5,1,3,5,3,1,8,9,29,4,8,0,8,3,5,5,NA,NA,9,NA,23,2,0,4
0,0,5,2,2,10,5,8,5,2,3,1,6,26,4,8,0,6,5,8,5,7,8,10,8,33,2,0,5
0,0,1,1,1,5,5,5,1,1,3,1,6,26,4,8,1,8,7,7,6,7,6,6,6,27,6,0,5
0,0,2,2,1,10,5,5,1,1,3,1,6,26,4,8,1,7,4,8,4,6,6,7,7,33,4,1,5
0,0,5,2,4,10,5,8,7,1,3,1,6,26,4,8,0,7,NA,5,7,6,7,7,7,23,4,1,5
0,0,5,2,5,5,5,8,5,1,3,1,6,26,4,8,1,5,5,7,7,7,7,7,7,33,4,1,5
0,0,3,2,5,5,2,5,5,1,3,1,6,26,4,8,1,9,3,8,4,NA,NA,8,NA,23,2,0,5
0,1,5,7,8,10,7,8,9,10,2,1,2,33,2,7,1,9,7,9,9,9,9,9,9,27,2,1,4
0,1,8,7,10,9,8,10,10,10,2,1,2,33,2,7,1,7,6,7,7,8,7,8,8,24,4,0,4
1,1,9,7,8,8,8,8,8,7,2,1,2,33,2,7,1,7,5,8,6,7,8,7,7,29,4,0,4
0,1,8,8,10,2,6,8,9,6,2,1,2,33,2,7,1,8,1,8,8,7,7,5,8,55,4,0,4
0,1,7,6,8,8,10,9,7,4,2,1,2,33,2,7,1,4,5,5,5,8,10,6,8,29,4,0,4
0,1,8,5,7,8,10,8,6,5,2,1,2,33,2,7,0,5,2,5,2,2,10,5,8,26,4,0,4
1,1,6,6,7,6,6,6,6,6,4,2,2,27,6,5,0,5,5,7,2,7,9,9,7,27,2,0,7
0,1,5,7,6,5,6,7,5,6,4,2,2,27,6,5,0,5,5,5,7,6,7,7,7,24,4,0,7
1,1,7,8,7,6,6,6,8,7,4,2,2,27,6,5,0,3,5,4,4,4,4,6,6,29,4,0,7
0,1,6,7,6,7,5,6,5,6,4,2,2,27,6,5,0,4,1,5,4,6,6,7,7,55,4,0,7
0,1,6,6,5,6,7,6,5,6,4,2,2,27,6,5,1,7,7,5,6,10,10,8,10,29,4,0,7
1,1,7,6,7,6,6,6,8,7,4,2,2,27,6,5,0,1,1,1,1,1,5,5,5,26,4,0,7
1,1,6,4,6,7,8,7,6,5,6,5,1,33,4,5,0,5,5,7,2,7,9,9,8,27,2,0,6
0,1,6,5,6,10,6,7,7,5,6,5,1,33,4,5,0,4,4,4,3,3,9,7,7,24,4,1,6
1,1,8,4,8,6,8,8,6,4,6,5,1,33,4,5,0,5,5,4,3,4,6,4,6,29,4,1,6
1,1,6,6,9,10,4,6,7,6,6,5,1,33,4,5,0,4,1,4,5,6,7,8,9,55,4,1,6
1,1,8,5,7,7,6,7,7,4,6,5,1,33,4,5,1,6,8,4,7,7,9,8,6,29,4,1,6
1,1,8,4,6,6,7,7,7,4,6,5,1,33,4,5,0,1,1,2,2,1,10,5,5,26,4,1,6
0,1,4,4,6,6,5,4,5,NA,1,2,3,23,4,10,0,7,7,7,5,8,9,8,9,27,2,0,7
0,1,4,8,6,7,5,6,5,NA,1,2,3,23,4,10,1,6,5,5,4,6,8,8,8,24,4,1,7
1,1,5,5,5,6,7,6,6,3,1,2,3,23,4,10,0,5,5,6,3,7,8,9,8,29,4,1,7
0,1,4,5,6,8,6,5,7,NA,1,2,3,23,4,10,1,8,1,6,6,8,7,7,8,55,4,1,7
0,1,6,5,4,4,7,7,6,NA,1,2,3,23,4,10,1,6,8,6,6,6,8,7,9,29,4,1,7
0,1,5,7,6,7,7,7,7,NA,1,2,3,23,4,10,0,7,1,5,2,4,10,5,8,26,4,1,7
0,1,8,5,6,8,5,8,6,7,1,1,1,33,4,8,1,8,7,8,5,8,8,9,9,27,2,0,3
0,1,6,6,5,9,8,8,5,5,1,1,1,33,4,8,1,8,7,7,7,9,7,8,8,24,4,1,3
1,1,8,8,7,5,8,6,6,5,1,1,1,33,4,8,0,6,5,6,6,8,8,8,7,29,4,1,3
0,1,5,2,5,9,4,9,5,1,1,1,1,33,4,8,1,7,1,8,6,8,7,8,8,55,4,1,3
1,1,5,8,9,7,9,7,5,5,1,1,1,33,4,8,1,8,10,8,6,9,8,8,9,29,4,1,3
1,1,7,7,7,7,7,7,5,5,1,1,1,33,4,8,0,5,1,5,2,5,5,5,8,26,4,1,3
1,1,6,5,NA,NA,NA,NA,NA,5,3,3,1,23,2,7,0,5,5,7,5,7,9,5,7,27,2,1,7
1,1,4,7,NA,7,NA,NA,8,7,3,3,1,23,2,7,0,5,3,5,3,6,6,NA,8,24,4,0,7
1,1,8,NA,NA,NA,8,NA,7,4,3,3,1,23,2,7,0,4,4,4,2,4,4,4,5,29,4,0,7
0,1,5,NA,NA,10,NA,NA,8,6,3,3,1,23,2,7,1,NA,1,7,7,10,8,7,5,55,4,0,7
0,1,5,5,NA,NA,9,NA,8,3,3,3,1,23,2,7,0,5,3,5,2,4,5,1,3,29,4,0,7
1,1,8,4,NA,NA,8,NA,9,3,3,3,1,23,2,7,0,5,1,3,2,5,5,2,5,26,4,0,7
0,0,5,3,4,7,4,5.5,4,5,1,1,1,24,2,18,0,6,5,5,4,6,7,6,7,23,2,1,7
0,0,2,3,2,3,NA,4,2,3,1,1,1,24,2,18,0,6,4,7,6,6,6,8,7,30,2,1,7
0,0,2,0,2,2,2,2,2,2,1,1,1,24,2,18,0,7,7,7,3,9,10,6,9,28,2,1,7
0,0,2,0,0,3,8,7,2,2,1,1,1,24,2,18,1,8,3,10,NA,10,6,NA,10,31,4,0,7
0,0,0,0,0,0,0,0,0,0,1,1,1,24,2,18,1,9,6,9,8,9,10,10,10,29,1,0,7
0,0,3,2,2,7,9,NA,3,5,1,1,1,24,2,18,1,7,4,7,7,9,8,6,7,32,3,0,7
0,0,1,0,1,2,NA,5,1,1,1,1,1,24,2,18,1,7,4,7,2,5,6,7,8,24,4,0,7
0,0,2,2,5,6,7,7,5,5,1,1,1,24,2,18,1,8,8,8,8,8,8,8,8,29,4,0,7
0,0,5,3,5,6,5,6,5,4,1,1,1,24,2,18,1,6,7,8,5,8,6,6,8,28,2,1,7
0,0,0,2,4,4,5,6,2,5,1,1,1,24,2,18,1,7,6,7,8,7,9,6,8,29,2,1,7
0,0,5,3,5,4,5,5,3,2,1,1,1,24,2,18,1,5,5,7,8,7,6,7,7,29,3,0,7
0,0,7,1,5,6,7,8,5,5,1,1,1,24,2,18,0,10,2,10,1,10,10,10,10,30,6,0,7
0,0,6,3,7,5,6,8,NA,NA,1,1,1,24,2,18,0,5,3,8,10,6,7,10,9,20,4,0,7
0,0,4,7,7,8,6,7,7,6,1,1,1,24,2,18,1,8,8,9,7,9,8,7,7,30,2,1,7
0,0,5,5,6,2,2,3,5,7,1,1,1,24,2,18,1,7,7,7,7,7,7,5,6,32,6,0,7
1,0,8,7,9,10,8,10,7,4,1,4,7,24,2,8,1,8,7,8,7,8,8,6,7,23,2,1,2
1,0,8,8,9,10,10,10,7,4,1,4,7,24,2,8,1,7,5,8,6,6,6,8,6,30,2,1,2
0,0,8,9,10,10,8,9,7,5,1,4,7,24,2,8,0,8,8,7,9,9,8,7,9,28,2,1,2
0,0,6,6,6,10,7,8,7,3,1,4,7,24,2,8,1,7,3,9,NA,7,6,NA,8,31,4,0,2
0,0,7,6,6,10,6,10,7,5,1,4,7,24,2,8,1,9,6,9,9,10,10,10,10,29,1,0,2
1,0,7,7,7,8,9,10,5,4,1,4,7,24,2,8,0,5,2,9,6,4,7,8,7,32,3,0,2
1,0,6,7,8,10,8,10,5,4,1,4,7,24,2,8,0,6,4,8,2,5,5,9,5,24,4,0,2
0,0,6,7,9,7,9,8,6,4,1,4,7,24,2,8,1,8,8,8,8,8,8,8,8,29,4,0,2
1,0,9,8,10,9,10,9,8,5,1,4,7,24,2,8,1,8,7,8,7,7,9,8,8,28,2,1,2
1,0,8,9,10,10,10,10,8,5,1,4,7,24,2,8,1,7,5,9,7,7,6,10,8,29,2,1,2
1,0,9,9,10,10,10,10,8,5,1,4,7,24,2,8,1,5,6,7,7,7,7,6,8,29,3,0,2
1,0,8,9,9,10,9,10,8,5,1,4,7,24,2,8,1,2,1,10,2,8,8,10,10,30,6,0,2
1,0,9,8,10,10,9,8,7,5,1,4,7,24,2,8,0,6,2,9,5,8,8,NA,9,20,4,0,2
1,0,8,10,10,10,9,10,8,5,1,4,7,24,2,8,0,7,4,8,7,7,8,7,8,30,2,1,2
1,0,7,9,9,8,8,9,7,5,1,4,7,24,2,8,1,7,7,8,5,7,7,6,6,32,6,0,2
0,0,5,5,4,7,5,6,4,2,3,2,5,25,6,13,1,8,7,7,8,7,8,7,8,23,2,0,6
1,0,5,7,8,8,8,8,8,8,3,2,5,25,6,13,1,8,6,9,6,8,7,6,7,30,2,0,6
1,0,6,5,7,6,7,6,7,5,3,2,5,25,6,13,0,9,9,10,10,10,9,10,10,28,2,0,6
0,0,5,3,5,8,8,8,6,5,3,2,5,25,6,13,1,7,5,9,NA,8,8,9,9,31,4,0,6
0,0,5,4,5,8,8,7,7,7,3,2,5,25,6,13,1,10,7,10,9,10,10,10,10,29,1,0,6
0,0,6,5,5,7,5,8,5,5,3,2,5,25,6,13,0,NA,NA,9,7,8,8,8,7,32,3,0,6
0,0,4,2,3,7,3,7,5,5,3,2,5,25,6,13,1,7,3,4,2,6,7,8,8,24,4,0,6
0,0,4,3,5,8,5,8,5,7,3,2,5,25,6,13,1,8,8,10,8,8,7,10,8,29,4,0,6
0,0,8,6,6,7,7,7,7,7,3,2,5,25,6,13,1,8,8,8,7,7,8,8,9,28,2,0,6
0,0,3,8,4,8,8,8,6,7,3,2,5,25,6,13,1,7,6,8,8,6,7,6,7,29,2,0,6
0,0,8,5,6,8,6,7,5,5,3,2,5,25,6,13,0,5,6,6,5,7,7,6,8,29,3,0,6
1,0,9,8,8,8,8,8,7,6,3,2,5,25,6,13,1,10,5,10,2,10,10,10,10,30,6,1,6
1,0,8,4,6,8,5,7,7,6,3,2,5,25,6,13,0,9,4,9,8,9,10,9,10,20,4,0,6
1,0,5,4,6,7,6,7,7,6,3,2,5,25,6,13,1,8,8,9,7,8,8,8,9,30,2,0,6
0,0,4,6,7,7,7,7,5,6,3,2,5,25,6,13,0,6,6,7,4,5,5,5,7,32,6,1,6
0,0,8,NA,5,8,7,7,7,4,1,1,1,25,4,13,0,6,5,6,3,7,6,6,7,23,2,0,3
0,0,2,3,7,5,NA,6,6,3,1,1,1,25,4,13,1,6,3,8,4,5,5,5,6,30,2,0,3
0,0,8,NA,8,6,6,6,5,7,1,1,1,25,4,13,1,9,8,9,9,10,10,10,10,28,2,0,3
0,0,4,4,5,7,7,6,6,5,1,1,1,25,4,13,1,7,5,9,NA,8,8,NA,9,31,4,1,3
1,0,6,7,7,8,7,8,7,7,1,1,1,25,4,13,1,8,5,9,7,9,9,10,10,29,1,0,3
0,0,7,6,5,7,8,7,7,6,1,1,1,25,4,13,0,6,3,8,5,8,7,6,6,32,3,0,3
